UID,input,output
15799,FyApprAtipadikAt,FI_Ap_prAtipadikAt
37763,indrAt_pari_tanvaM_mama_iti_tad_yad_evEtat_bRhatIsahasram_anuzwupsampannaM_Bavati_tasmAt_tad_EndrAt_prANAd_bRhatyE_vAcam_anuzwuBaM_tanvaM_saMnirmimIte,indrAt_pari_tanvaM_mama_iti_tad_yad_eva_etat_bRhatI_sahasram_anuzwuB_sampannam_Bavati_tasmAt_tad_EndrAt_prANAd_bRhatyE_vAcam_anuzwuBaM_tanvaM_saMnirmimIte
565035,pUrvavadguruRtvigBya_imAnmantrAnudIrayet,pUrvavat_guru_RtvigByaH_imAn_mantrAn_udIrayet_
160541,kzudDarmasaMjQAM_praNudatyAdatte_DEryam_eva_ca,kzuD_Darma_saMjQAm_praNudati_Adatte_DEryam_eva_ca
588846,aBiyoktRaBiyuktAnAM_vacanaM_prAF_niveSayet,aBiyoktR_aBiyuktAnAm_vacanam_prAk_niveSayet_
418201,ArADayizyaty_asurarzaBehi_taM_manasvino_yaM_gRNate_BavAdRSAH,ArADayizyati_asura_RzaBe_hi_tam_manasvinaH_yam_gRNate_BavAdRSAH
481038,Karpare_vAlukApUrNe_tiryagOzaDakUpakam,Karpare_vAlukA_pUrNe_tiryak_OzaDa_kUpakam
345729,viSudDe_codgAre_kzudupagamane_vAte_'nusarati,viSudDe_ca_udgAre_kzuD_upagamane_vAte_anusarati
239141,zaxdevatAstu_tA_eva_ye_muKyAH_sUryaraSmayaH,zax_devatAH_tu_tAH_eva_ye_muKyAH_sUrya_raSmayaH
301108,bRMhaNaM_DanvamAMsotTarasAsRkKapurEr_api,bRMhaNam_Danva_mAMsa_utTa_rasa_asRk_KapurEH_api
446776,pakvaSayodBavo_'pyevaM_vAyustIvrarujASrayAt,pakva_Saya_udBavaH_api_evam_vAyuH_tIvra_ruj_ASrayAt
295670,tAni_cEva_tu_mAnAni_azwO_zaxvA_caturTakam,tAni_ca_eva_tu_mAnAni_azwO_zax_vA_caturTakam
568839,hemAlaMkAriNaH_kAryAH_paQcaviMSatiRtvijaH,hema_alaMkAriNaH_kAryAH_paQcaviMSati_RtvijaH
16045,ataH_iniWanO,a_taH_ini_WanO
16966,dvivacanaviBajyopapade_tarabIyasunO,dvivacana_viBajya_upapade_tarap_IyasunO
59,PalasomakzOmavIruddaDi_kzIraM_GRtaM_jalam,Pala_soma_kzOma_vIruD_daDi_kzIraM_GRtaM_jalam
